comment,label
"আগে বলেছে নির্বাচন হতে দেবে না, এখন বলে নির্বাচনের পর আন্দোলন। যাই করুক 
সার্কাসপার্টির সার্কাস এখন কেউ পাত্তা দেয় না।",political
"পরিবার পরিবার করে মুখে ফেনা তোলছেন। আপনারা সর্বশ্রেষ্ঠ বাংগালীর গোটা 
পরিবারকে হত্যা করে ক্ষমতায় এসেছেন এটাকি ভুলে গেছেন? আমরা ভুলি নাই।
 জনগন বুঝে আপনারা ভোটে ক্ষমতায় যেতে পারবেন না বলেই নির্বাচনে যাচ্ছেন না।",political
আর মাত্র কয়েকটা দিন। তারপর আবার তোমরা শীতনিদ্রায় যাবা।,political
"আওয়ামী লীগে একজনের নির্দেশে সবকিছু হয় আর তোমাদের বিএনপিতে দুইজনে
 নির্দেশের কারণে এই জন্য দলটা বরবাদ হয়ে গেছে একজন লন্ডন থেকে বলে আর
 একজন গুলশান থেকে বলে",political
বিনোদনের পার্টি,political
বিলুপ্ত করে দেওয়া হোক বিএনপির দলটাকে ।,political
"সারাদেশে খবর নিয়ে দেখেন আওয়ামী লীগের থেকে বিএনপির কর্মী সমর্থকের ভোট 
দেওয়ার জন্য মুখিয়ে আছে",political
"অবৈধ ভাবে এ ভোট জনগণ মানে না এ হাসিনা একদিন নিরপেক্ষ সরকার অধিনে 
ভোটের জন্য ১৯০ দিন হরতাল অবরোধ ভাংচুর করছিলো তারা",political
"বিএনপি জামায়াত যদি জাতীয় পার্টির সব প্রার্থীকে কিনে নেয় তাহলে তো জিএম
 কাদের ছাড়া তার দলে আর কেউ থাকবে না",political
বি এন পি নাকি ডামি দল !,political
সাত জানুয়ারি সারাদিন নৌকা মার্কায় ভোট দিন,political
"সব কিছুতে বিরুদিতা করতে করতে বিএনপির  অবস্তা এমন হয়ে গেছে কোন সময় বলে
 বসবে বিএনপির সবই ভুল। 
নালিশ পার্টি।  বে বে কান্না চাডা আর কিচু নাই তাদের।",political
